DATE,HOUR,DAY_NAME,TIME_OF_DAY,CASUAL_USERS,REGISTERED_USERS,TOTAL_RENTALS,CASUAL_PERCENTAGE
2011-07-17,4,Sunday,Early Morning,4,6,10,40.0
2011-07-17,5,Sunday,Early Morning,4,8,12,33.33
2011-07-17,6,Sunday,Morning Rush,10,11,21,47.62
2011-07-17,7,Sunday,Morning Rush,20,30,50,40.0
2011-07-17,8,Sunday,Morning Rush,45,73,118,38.14
2011-07-17,9,Sunday,Morning Rush,74,110,184,40.22
2011-07-17,10,Sunday,Mid-Day,127,177,304,41.78
2011-07-17,11,Sunday,Mid-Day,147,244,391,37.6
2011-07-17,12,Sunday,Mid-Day,177,243,420,42.14
2011-07-17,13,Sunday,Mid-Day,200,272,472,42.37
2011-07-17,14,Sunday,Mid-Day,168,262,430,39.07
2011-07-17,15,Sunday,Mid-Day,129,195,324,39.81
2011-07-17,16,Sunday,Evening Rush,129,188,317,40.69
2011-07-17,17,Sunday,Evening Rush,133,236,369,36.04
2011-07-17,18,Sunday,Evening Rush,147,243,390,37.69
2011-07-17,19,Sunday,Evening Rush,145,234,379,38.26
2011-07-17,20,Sunday,Night,85,177,262,32.44
2011-07-17,21,Sunday,Night,59,148,207,28.5
2011-07-17,22,Sunday,Night,65,116,181,35.91
2011-07-17,23,Sunday,Night,39,54,93,41.94
2011-07-18,0,Monday,Early Morning,21,30,51,41.18
2011-07-18,1,Monday,Early Morning,17,8,25,68.0
2011-07-18,2,Monday,Early Morning,2,8,10,20.0
2011-07-18,3,Monday,Early Morning,3,4,7,42.86
2011-07-18,4,Monday,Early Morning,1,3,4,25.0
2011-07-18,5,Monday,Early Morning,2,15,17,11.76
2011-07-18,6,Monday,Morning Rush,10,95,105,9.52
2011-07-18,7,Monday,Morning Rush,22,255,277,7.94
2011-07-18,8,Monday,Morning Rush,18,329,347,5.19
2011-07-18,9,Monday,Morning Rush,33,170,203,16.26
2011-07-18,10,Monday,Mid-Day,52,78,130,40.0
2011-07-18,11,Monday,Mid-Day,42,99,141,29.79
2011-07-18,12,Monday,Mid-Day,39,126,165,23.64
2011-07-18,13,Monday,Mid-Day,27,125,152,17.76
2011-07-18,14,Monday,Mid-Day,32,106,138,23.19
2011-07-18,15,Monday,Mid-Day,53,111,164,32.32
2011-07-18,16,Monday,Evening Rush,45,220,265,16.98
2011-07-18,17,Monday,Evening Rush,72,473,545,13.21
2011-07-18,18,Monday,Evening Rush,80,478,558,14.34
2011-07-18,19,Monday,Evening Rush,63,335,398,15.83
2011-07-18,20,Monday,Night,91,232,323,28.17
2011-07-18,21,Monday,Night,48,154,202,23.76
2011-07-18,22,Monday,Night,36,104,140,25.71
2011-07-18,23,Monday,Night,32,59,91,35.16
2011-07-19,0,Tuesday,Early Morning,25,26,51,49.02
2011-07-19,1,Tuesday,Early Morning,7,6,13,53.85
2011-07-19,2,Tuesday,Early Morning,9,4,13,69.23
2011-07-19,3,Tuesday,Early Morning,2,1,3,66.67
2011-07-19,4,Tuesday,Early Morning,1,4,5,20.0
2011-07-19,5,Tuesday,Early Morning,0,19,19,0.0
2011-07-19,6,Tuesday,Morning Rush,8,126,134,5.97
2011-07-19,7,Tuesday,Morning Rush,28,287,315,8.89
2011-07-19,8,Tuesday,Morning Rush,31,381,412,7.52
2011-07-19,9,Tuesday,Morning Rush,22,177,199,11.06
2011-07-19,10,Tuesday,Mid-Day,29,112,141,20.57
2011-07-19,11,Tuesday,Mid-Day,29,98,127,22.83
2011-07-19,12,Tuesday,Mid-Day,26,127,153,16.99
2011-07-19,13,Tuesday,Mid-Day,33,139,172,19.19
2011-07-19,14,Tuesday,Mid-Day,41,111,152,26.97
2011-07-19,15,Tuesday,Mid-Day,48,110,158,30.38
2011-07-19,16,Tuesday,Evening Rush,61,216,277,22.02
2011-07-19,17,Tuesday,Evening Rush,68,445,513,13.26
2011-07-19,18,Tuesday,Evening Rush,80,450,530,15.09
2011-07-19,19,Tuesday,Evening Rush,54,334,388,13.92
2011-07-19,20,Tuesday,Night,48,229,277,17.33
2011-07-19,21,Tuesday,Night,47,194,241,19.5
2011-07-19,22,Tuesday,Night,36,120,156,23.08
2011-07-19,23,Tuesday,Night,19,73,92,20.65
2011-07-20,0,Wednesday,Early Morning,11,29,40,27.5
2011-07-20,1,Wednesday,Early Morning,4,7,11,36.36
2011-07-20,2,Wednesday,Early Morning,2,7,9,22.22
2011-07-20,3,Wednesday,Early Morning,2,4,6,33.33
2011-07-20,4,Wednesday,Early Morning,0,4,4,0.0
2011-07-20,5,Wednesday,Early Morning,4,19,23,17.39
2011-07-20,6,Wednesday,Morning Rush,5,111,116,4.31
2011-07-20,7,Wednesday,Morning Rush,27,276,303,8.91
2011-07-20,8,Wednesday,Morning Rush,34,404,438,7.76
2011-07-20,9,Wednesday,Morning Rush,28,181,209,13.4
2011-07-20,10,Wednesday,Mid-Day,34,76,110,30.91
2011-07-20,11,Wednesday,Mid-Day,26,116,142,18.31
2011-07-20,12,Wednesday,Mid-Day,28,121,149,18.79
2011-07-20,13,Wednesday,Mid-Day,23,97,120,19.17
2011-07-20,14,Wednesday,Mid-Day,44,83,127,34.65
2011-07-20,15,Wednesday,Mid-Day,36,102,138,26.09
2011-07-20,16,Wednesday,Evening Rush,30,204,234,12.82
2011-07-20,17,Wednesday,Evening Rush,50,405,455,10.99
2011-07-20,18,Wednesday,Evening Rush,68,429,497,13.68
2011-07-20,19,Wednesday,Evening Rush,59,323,382,15.45
2011-07-20,20,Wednesday,Night,45,264,309,14.56
2011-07-20,21,Wednesday,Night,33,209,242,13.64
2011-07-20,22,Wednesday,Night,25,144,169,14.79
2011-07-20,23,Wednesday,Night,26,73,99,26.26
2011-07-21,0,Thursday,Early Morning,13,29,42,30.95
2011-07-21,1,Thursday,Early Morning,5,16,21,23.81
2011-07-21,2,Thursday,Early Morning,2,4,6,33.33
2011-07-21,3,Thursday,Early Morning,1,5,6,16.67
2011-07-21,4,Thursday,Early Morning,0,4,4,0.0
2011-07-21,5,Thursday,Early Morning,2,16,18,11.11
2011-07-21,6,Thursday,Morning Rush,6,111,117,5.13
2011-07-21,7,Thursday,Morning Rush,23,251,274,8.39
2011-07-21,8,Thursday,Morning Rush,23,358,381,6.04
2011-07-21,9,Thursday,Morning Rush,34,166,200,17.0
2011-07-21,10,Thursday,Mid-Day,31,47,78,39.74
2011-07-21,11,Thursday,Mid-Day,27,79,106,25.47
2011-07-21,12,Thursday,Mid-Day,29,106,135,21.48
2011-07-21,13,Thursday,Mid-Day,21,81,102,20.59
2011-07-21,14,Thursday,Mid-Day,50,97,147,34.01
2011-07-21,15,Thursday,Mid-Day,40,93,133,30.08
2011-07-21,16,Thursday,Evening Rush,43,167,210,20.48
2011-07-21,17,Thursday,Evening Rush,40,374,414,9.66
2011-07-21,18,Thursday,Evening Rush,39,343,382,10.21
2011-07-21,19,Thursday,Evening Rush,51,233,284,17.96
2011-07-21,20,Thursday,Night,38,199,237,16.03
2011-07-21,21,Thursday,Night,38,187,225,16.89
2011-07-21,22,Thursday,Night,36,113,149,24.16
2011-07-21,23,Thursday,Night,40,73,113,35.4
2011-07-22,0,Friday,Early Morning,9,51,60,15.0
2011-07-22,1,Friday,Early Morning,7,17,24,29.17
2011-07-22,2,Friday,Early Morning,0,14,14,0.0
2011-07-22,3,Friday,Early Morning,1,6,7,14.29
2011-07-22,4,Friday,Early Morning,8,5,13,61.54
2011-07-22,5,Friday,Early Morning,2,17,19,10.53
2011-07-22,6,Friday,Morning Rush,13,83,96,13.54
2011-07-22,7,Friday,Morning Rush,20,232,252,7.94
2011-07-22,8,Friday,Morning Rush,30,292,322,9.32
2011-07-22,9,Friday,Morning Rush,31,177,208,14.9
2011-07-22,10,Friday,Mid-Day,32,83,115,27.83
2011-07-22,11,Friday,Mid-Day,23,86,109,21.1
2011-07-22,12,Friday,Mid-Day,20,95,115,17.39
2011-07-22,13,Friday,Mid-Day,25,98,123,20.33
2011-07-22,14,Friday,Mid-Day,24,77,101,23.76
2011-07-22,15,Friday,Mid-Day,32,101,133,24.06
2011-07-22,16,Friday,Evening Rush,29,153,182,15.93
2011-07-22,17,Friday,Evening Rush,35,271,306,11.44
2011-07-22,18,Friday,Evening Rush,34,250,284,11.97
2011-07-22,19,Friday,Evening Rush,40,210,250,16.0
2011-07-22,20,Friday,Night,46,166,212,21.7
2011-07-22,21,Friday,Night,38,152,190,20.0
2011-07-22,22,Friday,Night,44,105,149,29.53
2011-07-22,23,Friday,Night,19,84,103,18.45
2011-07-23,0,Saturday,Early Morning,16,85,101,15.84
2011-07-23,1,Saturday,Early Morning,13,57,70,18.57
2011-07-23,2,Saturday,Early Morning,13,48,61,21.31
2011-07-23,3,Saturday,Early Morning,6,16,22,27.27
2011-07-23,4,Saturday,Early Morning,5,4,9,55.56
2011-07-23,5,Saturday,Early Morning,1,6,7,14.29
2011-07-23,6,Saturday,Morning Rush,6,19,25,24.0
2011-07-23,7,Saturday,Morning Rush,7,38,45,15.56
2011-07-23,8,Saturday,Morning Rush,24,85,109,22.02
2011-07-23,9,Saturday,Morning Rush,30,102,132,22.73
2011-07-23,10,Saturday,Mid-Day,61,137,198,30.81
2011-07-23,11,Saturday,Mid-Day,62,154,216,28.7
2011-07-23,12,Saturday,Mid-Day,71,164,235,30.21
2011-07-23,13,Saturday,Mid-Day,78,167,245,31.84
2011-07-23,14,Saturday,Mid-Day,84,152,236,35.59
2011-07-23,15,Saturday,Mid-Day,78,137,215,36.28
2011-07-23,16,Saturday,Evening Rush,70,151,221,31.67
2011-07-23,17,Saturday,Evening Rush,70,127,197,35.53
2011-07-23,18,Saturday,Evening Rush,62,134,196,31.63
2011-07-23,19,Saturday,Evening Rush,80,137,217,36.87
2011-07-23,20,Saturday,Night,47,98,145,32.41
2011-07-23,21,Saturday,Night,39,115,154,25.32
2011-07-23,22,Saturday,Night,37,88,125,29.6
2011-07-23,23,Saturday,Night,27,77,104,25.96
2011-07-24,0,Sunday,Early Morning,42,77,119,35.29
2011-07-24,1,Sunday,Early Morning,33,63,96,34.38
2011-07-24,2,Sunday,Early Morning,12,48,60,20.0
2011-07-24,3,Sunday,Early Morning,17,20,37,45.95
2011-07-24,4,Sunday,Early Morning,1,5,6,16.67
2011-07-24,5,Sunday,Early Morning,5,3,8,62.5
2011-07-24,6,Sunday,Morning Rush,9,13,22,40.91
2011-07-24,7,Sunday,Morning Rush,6,29,35,17.14
2011-07-24,8,Sunday,Morning Rush,22,82,104,21.15
2011-07-24,9,Sunday,Morning Rush,42,112,154,27.27
2011-07-24,10,Sunday,Mid-Day,61,165,226,26.99
2011-07-24,11,Sunday,Mid-Day,74,169,243,30.45
2011-07-24,12,Sunday,Mid-Day,85,161,246,34.55
2011-07-24,13,Sunday,Mid-Day,90,162,252,35.71
2011-07-24,14,Sunday,Mid-Day,79,204,283,27.92
2011-07-24,15,Sunday,Mid-Day,68,170,238,28.57
2011-07-24,16,Sunday,Evening Rush,62,187,249,24.9
2011-07-24,17,Sunday,Evening Rush,75,174,249,30.12
2011-07-24,18,Sunday,Evening Rush,67,176,243,27.57
2011-07-24,19,Sunday,Evening Rush,70,170,240,29.17
2011-07-24,20,Sunday,Night,52,143,195,26.67
2011-07-24,21,Sunday,Night,42,111,153,27.45
2011-07-24,22,Sunday,Night,23,75,98,23.47
2011-07-24,23,Sunday,Night,13,37,50,26.0
2011-07-25,0,Monday,Early Morning,17,17,34,50.0
2011-07-25,1,Monday,Early Morning,4,8,12,33.33
2011-07-25,2,Monday,Early Morning,3,3,6,50.0
2011-07-25,3,Monday,Early Morning,2,2,4,50.0
2011-07-25,4,Monday,Early Morning,0,6,6,0.0
2011-07-25,5,Monday,Early Morning,2,22,24,8.33
2011-07-25,6,Monday,Morning Rush,7,100,107,6.54
2011-07-25,7,Monday,Morning Rush,20,257,277,7.22
2011-07-25,8,Monday,Morning Rush,34,353,387,8.79
2011-07-25,9,Monday,Morning Rush,11,124,135,8.15
2011-07-25,10,Monday,Mid-Day,30,54,84,35.71
2011-07-25,11,Monday,Mid-Day,24,83,107,22.43
2011-07-25,12,Monday,Mid-Day,17,50,67,25.37
2011-07-25,13,Monday,Mid-Day,14,64,78,17.95
2011-07-25,14,Monday,Mid-Day,28,62,90,31.11
2011-07-25,15,Monday,Mid-Day,16,96,112,14.29
2011-07-25,16,Monday,Evening Rush,37,161,198,18.69
2011-07-25,17,Monday,Evening Rush,48,437,485,9.9
2011-07-25,18,Monday,Evening Rush,60,473,533,11.26
2011-07-25,19,Monday,Evening Rush,62,324,386,16.06
2011-07-25,20,Monday,Night,55,247,302,18.21
2011-07-25,21,Monday,Night,41,153,194,21.13
2011-07-25,22,Monday,Night,13,112,125,10.4
2011-07-25,23,Monday,Night,23,64,87,26.44
2011-07-26,0,Tuesday,Early Morning,8,20,28,28.57
2011-07-26,1,Tuesday,Early Morning,6,6,12,50.0
2011-07-26,2,Tuesday,Early Morning,1,6,7,14.29
2011-07-26,3,Tuesday,Early Morning,2,2,4,50.0
2011-07-26,4,Tuesday,Early Morning,0,6,6,0.0
2011-07-26,5,Tuesday,Early Morning,3,24,27,11.11
2011-07-26,6,Tuesday,Morning Rush,2,108,110,1.82
2011-07-26,7,Tuesday,Morning Rush,30,288,318,9.43
2011-07-26,8,Tuesday,Morning Rush,32,392,424,7.55
2011-07-26,9,Tuesday,Morning Rush,25,162,187,13.37
2011-07-26,10,Tuesday,Mid-Day,42,96,138,30.43
2011-07-26,11,Tuesday,Mid-Day,49,102,151,32.45
2011-07-26,12,Tuesday,Mid-Day,25,122,147,17.01
2011-07-26,13,Tuesday,Mid-Day,43,139,182,23.63
2011-07-26,14,Tuesday,Mid-Day,46,101,147,31.29
2011-07-26,15,Tuesday,Mid-Day,49,114,163,30.06
2011-07-26,16,Tuesday,Evening Rush,41,213,254,16.14
2011-07-26,17,Tuesday,Evening Rush,72,465,537,13.41
2011-07-26,18,Tuesday,Evening Rush,68,478,546,12.45
2011-07-26,19,Tuesday,Evening Rush,69,329,398,17.34
2011-07-26,20,Tuesday,Night,47,243,290,16.21
2011-07-26,21,Tuesday,Night,45,222,267,16.85
2011-07-26,22,Tuesday,Night,27,131,158,17.09
2011-07-26,23,Tuesday,Night,18,71,89,20.22
2011-07-27,0,Wednesday,Early Morning,19,26,45,42.22
2011-07-27,1,Wednesday,Early Morning,1,9,10,10.0
2011-07-27,2,Wednesday,Early Morning,1,5,6,16.67
2011-07-27,3,Wednesday,Early Morning,0,4,4,0.0
2011-07-27,4,Wednesday,Early Morning,1,3,4,25.0
2011-07-27,5,Wednesday,Early Morning,0,18,18,0.0
2011-07-27,6,Wednesday,Morning Rush,4,119,123,3.25
2011-07-27,7,Wednesday,Morning Rush,34,313,347,9.8
2011-07-27,8,Wednesday,Morning Rush,28,405,433,6.47
2011-07-27,9,Wednesday,Morning Rush,27,189,216,12.5
2011-07-27,10,Wednesday,Mid-Day,32,82,114,28.07
2011-07-27,11,Wednesday,Mid-Day,42,94,136,30.88
2011-07-27,12,Wednesday,Mid-Day,37,132,169,21.89
2011-07-27,13,Wednesday,Mid-Day,29,151,180,16.11
2011-07-27,14,Wednesday,Mid-Day,20,107,127,15.75
2011-07-27,15,Wednesday,Mid-Day,37,103,140,26.43
2011-07-27,16,Wednesday,Evening Rush,40,228,268,14.93
2011-07-27,17,Wednesday,Evening Rush,81,491,572,14.16
2011-07-27,18,Wednesday,Evening Rush,78,463,541,14.42
2011-07-27,19,Wednesday,Evening Rush,87,288,375,23.2
2011-07-27,20,Wednesday,Night,55,239,294,18.71
2011-07-27,21,Wednesday,Night,49,196,245,20.0
2011-07-27,22,Wednesday,Night,37,143,180,20.56
2011-07-27,23,Wednesday,Night,16,93,109,14.68
2011-07-28,0,Thursday,Early Morning,14,31,45,31.11
2011-07-28,1,Thursday,Early Morning,3,26,29,10.34
2011-07-28,2,Thursday,Early Morning,2,5,7,28.57
2011-07-28,3,Thursday,Early Morning,0,5,5,0.0
2011-07-28,4,Thursday,Early Morning,0,6,6,0.0
2011-07-28,5,Thursday,Early Morning,1,26,27,3.7
2011-07-28,6,Thursday,Morning Rush,6,110,116,5.17
2011-07-28,7,Thursday,Morning Rush,27,278,305,8.85
2011-07-28,8,Thursday,Morning Rush,47,409,456,10.31
2011-07-28,9,Thursday,Morning Rush,21,189,210,10.0
2011-07-28,10,Thursday,Mid-Day,30,86,116,25.86
2011-07-28,11,Thursday,Mid-Day,41,113,154,26.62
2011-07-28,12,Thursday,Mid-Day,35,151,186,18.82
2011-07-28,13,Thursday,Mid-Day,26,126,152,17.11
2011-07-28,14,Thursday,Mid-Day,27,111,138,19.57
2011-07-28,15,Thursday,Mid-Day,22,124,146,15.07
2011-07-28,16,Thursday,Evening Rush,42,214,256,16.41
2011-07-28,17,Thursday,Evening Rush,45,423,468,9.62
2011-07-28,18,Thursday,Evening Rush,55,428,483,11.39
2011-07-28,19,Thursday,Evening Rush,37,285,322,11.49
2011-07-28,20,Thursday,Night,41,229,270,15.19
2011-07-28,21,Thursday,Night,31,165,196,15.82
2011-07-28,22,Thursday,Night,25,149,174,14.37
2011-07-28,23,Thursday,Night,28,95,123,22.76
2011-07-29,0,Friday,Early Morning,12,45,57,21.05
2011-07-29,1,Friday,Early Morning,12,22,34,35.29
2011-07-29,2,Friday,Early Morning,3,10,13,23.08
2011-07-29,3,Friday,Early Morning,2,9,11,18.18
2011-07-29,4,Friday,Early Morning,2,4,6,33.33
2011-07-29,5,Friday,Early Morning,4,23,27,14.81
2011-07-29,6,Friday,Morning Rush,7,83,90,7.78
2011-07-29,7,Friday,Morning Rush,26,228,254,10.24
2011-07-29,8,Friday,Morning Rush,30,354,384,7.81
2011-07-29,9,Friday,Morning Rush,28,151,179,15.64
2011-07-29,10,Friday,Mid-Day,37,69,106,34.91
2011-07-29,11,Friday,Mid-Day,43,118,161,26.71
2011-07-29,12,Friday,Mid-Day,40,95,135,29.63
2011-07-29,13,Friday,Mid-Day,42,114,156,26.92
2011-07-29,14,Friday,Mid-Day,34,114,148,22.97
2011-07-29,15,Friday,Mid-Day,40,129,169,23.67
2011-07-29,16,Friday,Evening Rush,35,198,233,15.02
2011-07-29,17,Friday,Evening Rush,47,374,421,11.16
2011-07-29,18,Friday,Evening Rush,49,313,362,13.54
2011-07-29,19,Friday,Evening Rush,22,219,241,9.13
2011-07-29,20,Friday,Night,53,153,206,25.73
2011-07-29,21,Friday,Night,29,134,163,17.79
2011-07-29,22,Friday,Night,47,127,174,27.01
2011-07-29,23,Friday,Night,26,90,116,22.41
2011-07-30,0,Saturday,Early Morning,60,73,133,45.11
2011-07-30,1,Saturday,Early Morning,15,75,90,16.67
2011-07-30,2,Saturday,Early Morning,11,31,42,26.19
2011-07-30,3,Saturday,Early Morning,18,25,43,41.86
2011-07-30,4,Saturday,Early Morning,4,6,10,40.0
2011-07-30,5,Saturday,Early Morning,4,9,13,30.77
2011-07-30,6,Saturday,Morning Rush,6,18,24,25.0
2011-07-30,7,Saturday,Morning Rush,3,39,42,7.14
2011-07-30,8,Saturday,Morning Rush,27,87,114,23.68
2011-07-30,9,Saturday,Morning Rush,49,125,174,28.16
2011-07-30,10,Saturday,Mid-Day,79,182,261,30.27
2011-07-30,11,Saturday,Mid-Day,111,206,317,35.02
2011-07-30,12,Saturday,Mid-Day,111,230,341,32.55
2011-07-30,13,Saturday,Mid-Day,125,183,308,40.58
2011-07-30,14,Saturday,Mid-Day,112,193,305,36.72
2011-07-30,15,Saturday,Mid-Day,113,189,302,37.42
2011-07-30,16,Saturday,Evening Rush,126,176,302,41.72
2011-07-30,17,Saturday,Evening Rush,93,209,302,30.79
2011-07-30,18,Saturday,Evening Rush,92,207,299,30.77
2011-07-30,19,Saturday,Evening Rush,101,155,256,39.45
2011-07-30,20,Saturday,Night,74,132,206,35.92
2011-07-30,21,Saturday,Night,82,123,205,40.0
2011-07-30,22,Saturday,Night,80,129,209,38.28
2011-07-30,23,Saturday,Night,63,114,177,35.59
2011-07-31,0,Sunday,Early Morning,33,80,113,29.2
2011-07-31,1,Sunday,Early Morning,8,71,79,10.13
2011-07-31,2,Sunday,Early Morning,19,48,67,28.36
2011-07-31,3,Sunday,Early Morning,24,26,50,48.0
2011-07-31,4,Sunday,Early Morning,6,7,13,46.15
2011-07-31,5,Sunday,Early Morning,4,4,8,50.0
2011-07-31,6,Sunday,Morning Rush,5,8,13,38.46
2011-07-31,7,Sunday,Morning Rush,19,26,45,42.22
2011-07-31,8,Sunday,Morning Rush,54,88,142,38.03
2011-07-31,9,Sunday,Morning Rush,55,128,183,30.05
2011-07-31,10,Sunday,Mid-Day,91,163,254,35.83
2011-07-31,11,Sunday,Mid-Day,112,163,275,40.73
2011-07-31,12,Sunday,Mid-Day,146,192,338,43.2
2011-07-31,13,Sunday,Mid-Day,142,152,294,48.3
2011-07-31,14,Sunday,Mid-Day,130,196,326,39.88
2011-07-31,15,Sunday,Mid-Day,109,184,293,37.2
2011-07-31,16,Sunday,Evening Rush,98,208,306,32.03
2011-07-31,17,Sunday,Evening Rush,114,206,320,35.63
2011-07-31,18,Sunday,Evening Rush,91,213,304,29.93
2011-07-31,19,Sunday,Evening Rush,87,187,274,31.75
2011-07-31,20,Sunday,Night,70,205,275,25.45
2011-07-31,21,Sunday,Night,68,96,164,41.46
2011-07-31,22,Sunday,Night,25,71,96,26.04
2011-07-31,23,Sunday,Night,14,56,70,20.0
2011-08-01,0,Monday,Early Morning,7,22,29,24.14
2011-08-01,1,Monday,Early Morning,5,12,17,29.41
2011-08-01,2,Monday,Early Morning,4,7,11,36.36
2011-08-01,3,Monday,Early Morning,0,4,4,0.0
2011-08-01,4,Monday,Early Morning,2,2,4,50.0
2011-08-01,5,Monday,Early Morning,2,24,26,7.69
2011-08-01,6,Monday,Morning Rush,3,97,100,3.0
2011-08-01,7,Monday,Morning Rush,24,258,282,8.51
2011-08-01,8,Monday,Morning Rush,35,347,382,9.16
2011-08-01,9,Monday,Morning Rush,27,139,166,16.27
2011-08-01,10,Monday,Mid-Day,27,70,97,27.84
2011-08-01,11,Monday,Mid-Day,53,66,119,44.54
2011-08-01,12,Monday,Mid-Day,53,115,168,31.55
2011-08-01,13,Monday,Mid-Day,38,112,150,25.33
2011-08-01,14,Monday,Mid-Day,37,86,123,30.08
2011-08-01,15,Monday,Mid-Day,52,77,129,40.31
2011-08-01,16,Monday,Evening Rush,34,197,231,14.72
2011-08-01,17,Monday,Evening Rush,69,445,514,13.42
2011-08-01,18,Monday,Evening Rush,68,475,543,12.52
2011-08-01,19,Monday,Evening Rush,63,350,413,15.25
2011-08-01,20,Monday,Night,49,256,305,16.07
2011-08-01,21,Monday,Night,42,178,220,19.09
2011-08-01,22,Monday,Night,21,116,137,15.33
2011-08-01,23,Monday,Night,14,82,96,14.58
2011-08-02,0,Tuesday,Early Morning,11,18,29,37.93
2011-08-02,1,Tuesday,Early Morning,4,8,12,33.33
2011-08-02,2,Tuesday,Early Morning,2,6,8,25.0
2011-08-02,3,Tuesday,Early Morning,0,5,5,0.0
2011-08-02,4,Tuesday,Early Morning,0,10,10,0.0
2011-08-02,5,Tuesday,Early Morning,4,17,21,19.05
2011-08-02,6,Tuesday,Morning Rush,12,105,117,10.26
2011-08-02,7,Tuesday,Morning Rush,15,320,335,4.48
2011-08-02,8,Tuesday,Morning Rush,37,398,435,8.51
2011-08-02,9,Tuesday,Morning Rush,31,182,213,14.55
2011-08-02,10,Tuesday,Mid-Day,50,90,140,35.71
2011-08-02,11,Tuesday,Mid-Day,32,96,128,25.0
2011-08-02,12,Tuesday,Mid-Day,45,112,157,28.66
2011-08-02,13,Tuesday,Mid-Day,50,153,203,24.63
2011-08-02,14,Tuesday,Mid-Day,45,114,159,28.3
2011-08-02,15,Tuesday,Mid-Day,48,120,168,28.57
2011-08-02,16,Tuesday,Evening Rush,58,216,274,21.17
2011-08-02,17,Tuesday,Evening Rush,63,493,556,11.33
2011-08-02,18,Tuesday,Evening Rush,65,491,556,11.69
2011-08-02,19,Tuesday,Evening Rush,85,369,454,18.72
2011-08-02,20,Tuesday,Night,40,248,288,13.89
2011-08-02,21,Tuesday,Night,53,201,254,20.87
2011-08-02,22,Tuesday,Night,22,169,191,11.52
2011-08-02,23,Tuesday,Night,29,103,132,21.97
2011-08-03,0,Wednesday,Early Morning,11,32,43,25.58
2011-08-03,1,Wednesday,Early Morning,7,9,16,43.75
2011-08-03,2,Wednesday,Early Morning,2,9,11,18.18
2011-08-03,3,Wednesday,Early Morning,0,4,4,0.0
2011-08-03,4,Wednesday,Early Morning,0,7,7,0.0
2011-08-03,5,Wednesday,Early Morning,2,22,24,8.33
2011-08-03,6,Wednesday,Morning Rush,9,101,110,8.18
2011-08-03,7,Wednesday,Morning Rush,19,252,271,7.01
2011-08-03,8,Wednesday,Morning Rush,29,408,437,6.64
2011-08-03,9,Wednesday,Morning Rush,23,172,195,11.79
2011-08-03,10,Wednesday,Mid-Day,9,59,68,13.24
2011-08-03,11,Wednesday,Mid-Day,29,93,122,23.77
2011-08-03,12,Wednesday,Mid-Day,19,142,161,11.8
2011-08-03,13,Wednesday,Mid-Day,37,107,144,25.69
2011-08-03,14,Wednesday,Mid-Day,43,104,147,29.25
2011-08-03,15,Wednesday,Mid-Day,31,87,118,26.27
2011-08-03,16,Wednesday,Evening Rush,21,129,150,14.0
2011-08-03,17,Wednesday,Evening Rush,47,378,425,11.06
2011-08-03,18,Wednesday,Evening Rush,49,443,492,9.96
2011-08-03,19,Wednesday,Evening Rush,51,270,321,15.89
2011-08-03,20,Wednesday,Night,7,80,87,8.05
2011-08-03,21,Wednesday,Night,7,81,88,7.95
2011-08-03,22,Wednesday,Night,11,66,77,14.29
2011-08-03,23,Wednesday,Night,4,52,56,7.14
2011-08-04,0,Thursday,Early Morning,2,15,17,11.76
2011-08-04,1,Thursday,Early Morning,3,14,17,17.65
2011-08-04,2,Thursday,Early Morning,2,5,7,28.57
2011-08-04,3,Thursday,Early Morning,0,3,3,0.0
2011-08-04,4,Thursday,Early Morning,0,7,7,0.0
2011-08-04,5,Thursday,Early Morning,3,17,20,15.0
2011-08-04,6,Thursday,Morning Rush,7,90,97,7.22
2011-08-04,7,Thursday,Morning Rush,11,271,282,3.9
2011-08-04,8,Thursday,Morning Rush,29,369,398,7.29
2011-08-04,9,Thursday,Morning Rush,25,162,187,13.37
2011-08-04,10,Thursday,Mid-Day,24,89,113,21.24
2011-08-04,11,Thursday,Mid-Day,37,112,149,24.83
2011-08-04,12,Thursday,Mid-Day,53,152,205,25.85
2011-08-04,13,Thursday,Mid-Day,63,142,205,30.73
2011-08-04,14,Thursday,Mid-Day,53,114,167,31.74
2011-08-04,15,Thursday,Mid-Day,50,115,165,30.3
2011-08-04,16,Thursday,Evening Rush,70,220,290,24.14
2011-08-04,17,Thursday,Evening Rush,91,464,555,16.4
2011-08-04,18,Thursday,Evening Rush,88,435,523,16.83
2011-08-04,19,Thursday,Evening Rush,65,301,366,17.76
2011-08-04,20,Thursday,Night,41,245,286,14.34
2011-08-04,21,Thursday,Night,25,186,211,11.85
2011-08-04,22,Thursday,Night,33,141,174,18.97
2011-08-04,23,Thursday,Night,24,108,132,18.18
2011-08-05,0,Friday,Early Morning,13,41,54,24.07
2011-08-05,1,Friday,Early Morning,3,16,19,15.79
2011-08-05,2,Friday,Early Morning,5,14,19,26.32
2011-08-05,3,Friday,Early Morning,0,6,6,0.0
2011-08-05,4,Friday,Early Morning,1,6,7,14.29
2011-08-05,5,Friday,Early Morning,0,16,16,0.0
2011-08-05,6,Friday,Morning Rush,7,94,101,6.93
2011-08-05,7,Friday,Morning Rush,23,247,270,8.52
2011-08-05,8,Friday,Morning Rush,39,415,454,8.59
2011-08-05,9,Friday,Morning Rush,43,183,226,19.03
